serial_numb,date,time,id,display_name,username,content,user_location,file
115,10/19/2022, 7:56:31 PM,987459811,WMatata 💙,WMatata,"'@IainDale @LBC worth listening to, but best watching a clip of the interview @CharlesWalkerMP has conducted with @BBC just now. The pain he feels about what is being done to his party is palpable and I am really sad for him, and it hurts me to see the hurt on this man's face","London, England",sad
116,10/19/2022, 8:06:44 PM,1.4542E+18,dallas the blogger,DallasKoelling,ugh i want a boyfriend but if i have to redownload hinge i will literally kill myself,,kill
117,10/19/2022, 8:31:43 PM,603549278,Rebecca,RebCoPTrainee,"'@MarlaStromberg Aw thank you lovely 🤗❤️. It is sad, but I am okay and happy that I’ve had her so long. And yes planning ahead and I cannot wait to get her ! 🥰","London, England",sad
118,10/19/2022, 8:35:46 PM,103912935,Nadim Baba,NadimJBaba,'@ShelaghFogarty “You stopped me firing refugees into the sky. I will kill you.”,London,kill
119,10/19/2022, 8:36:38 PM,9.21012E+17,Tinker Bell,AnaarKalii,'@TheCatBabe I am so sorry 😔😔 This is sad.,"221B Baker Street, London",sad
120,10/19/2022, 8:42:01 PM,200155729,Truffles 🇪🇺🇲🇺 🇺🇦,wine_oasis,"I am trying to watch ManU v Spurs but tempted to watch #SkyNews 
sad but true","London, England",sad
121,10/19/2022, 8:55:43 PM,1.43536E+18,Daniel,_danieluker,if he takes scamacca off i will kill myself,Essex,kill
122,10/19/2022, 9:07:22 AM,8.36264E+17,Aman Jhutty 🅰️🅰️🅿️,AmanKJhooti,"'@jags229 @SupriyaShrinate @AamAadmiParty I am from Punjab, I know it well. I know drug situation, law and order, everything. I know how it was in SAD BJP time, Congress time and now, exactly.","London, England",sad
123,10/19/2022, 9:21:51 PM,1.56132E+18,nancy,rainey737,i am sad out my fucking mind,"Lewisham, London",sad
124,10/19/2022, 9:46:36 PM,203473643,Nwachinemelu,Gooner_o_saurus,"Make Man U kill them.. atleast i know united can collect woto woto from smaller sides.. spurs, on the other hand are difficult to beat by small teams.. i will take a united win reluctantly for the greater good https://t.co/r0dNkF1ege",N5,kill
125,10/2/2022,10:46:37 PM,8.7872E+17,Adetutu VOJ,vesselofJehovah,"Thank you so much Ewin Omoregbee for sending this video across - your support means so much to me🥰🥰🙏🏾🥰🥰🙏🏾🙏🏾

https://t.co/VcG1rsCRNV

Thank you everyone for your support and love …… I am overwhelmed 💃🏾💃🏾💃🏾💃🏾💃🏾💃🏾 https://t.co/dpeHtM4fZS","London, England",overwhelmed
126,10/20/2022, 1:34:45 AM,3363616161,Jerome,RomeBknNChedda,"I am sad that this was a short visit to Colorado BUT I am very #GrateFul I got to see my younger sister (Jean), her partner (London), and my nephews (Jaydon &amp; Logan). I miss them already and I cant wait to see them again, I LOVE YOU GUYS #ThankYou #ThankFul #Blessed https://t.co/xUyap6SkcZ",The City,sad
127,10/20/2022, 1:49:07 PM,415465501,stewart  hampton,stewhampton,"Hahahaha

FRENCH PRESIDENT MACRON REGARDING RESIGNATION OF UK PM TRUSS: ON A PERSONAL LEVEL, I AM ALWAYS SAD TO SEE A COLLEAGUE GO",London,sad
128,10/20/2022, 10:27:27 PM,9.04404E+17,Roger Metcalfe,Roger4Richmond,I  am very sad about this. Hope it will be back! https://t.co/4MUjHOlU5K,"Richmond, London",sad
129,10/20/2022, 10:30:10 AM,201031695,Mr P in London,STPooley,'@Anna_Soubry I hope you are right Anna. I am so sad UK is reduced to this.,"London, United Kingdom",sad
130,10/20/2022, 10:42:51 AM,285125475,Ettie (she/her),ettiebk,"Met up with the other writers on my fellowship who, in the last month: got agents, won awards, got shortlisted, got longlisted, sold movie options...

It's easy to get overwhelmed with other people's success. (And right now, I am).

What do you do when you're feeling inadequate?","London, England",overwhelmed
131,10/20/2022, 10:55:10 PM,1.28184E+18,leily!!!!!,leilypersia,'@TapLLock i am so sad,"London, England",sad
132,10/20/2022, 11:25:34 PM,1.57286E+18,Tracey@esportsMum,TraceyJ36932115,"Gosh, that's A LOT 2 b dealing with....you must be AS MAD AS HELL, really...I WOULD BE...I AM Still sad mad hurting that my dad took the decision to take his life when I least expected it. And before I could  do ANYTHING he was gone. NOV '86. Nov still hard 4 Fam, But XMAS now OK https://t.co/PGpdEMGCKA",London,sad
133,10/20/2022, 11:43:59 PM,9.07425E+17,Fariha,fariha96x,'@toramma_ @nifaeatsmelons SAARAH I WILL KILL U,"London, England",kill
134,10/20/2022, 12:04:07 PM,70996795,Katie,katietweets26,"I definitely wouldn't be where I am with work today if it wasn't for LiS &amp; the dream team of @JessPartridge and @Dave_Rowlinson. Forever thankful for being part of it &amp; for all the opportunities and trust. 

This news makes my heart sad but what a wonderful thing you built ❤️ https://t.co/9L1IqF0Gg5",London,sad
135,10/20/2022, 12:06:33 PM,1.25695E+18,Maisdeux,Maisdeux_,"I will be LIVE later on today over at https://t.co/5LgGan4XFr for release of the Modern Warfare II Campaign! Join us as we kill some bad guys, explore everything &amp; hunt for any potential easter eggs. Can't wait to see you all there! 🙌 https://t.co/mB4u5GxcZa","London, UK",kill
136,10/20/2022, 12:39:59 PM,4115306067,Abisolami,___bambii_,I am so sad for Andrew,London,sad
137,10/20/2022, 2:46:43 PM,2581849280,Jack Mendel 🗞️,Mendelpol,"Sad to announce that after a long and arduous hard-fought campaign, I am withdrawing from the Conservative leadership contest",London,sad
138,10/20/2022, 3:41:57 PM,13812762,Tim Marshall,timmarshall,'@John_Milner @krishgm @SteveBakerHW They are nevertheless elected and that doesn’t give license for senior journalists to use crude  invective about them on or off mic. I am sad that newsrooms still have this unacceptable culture - we can get rid of politicians but we have no say in the appointment of journalists.,London,sad
139,10/20/2022, 4:08:11 PM,115996684,Simeon Miller #FreePalestine,simeon_lighting,"Me, rolling around in money like Scrooge McDuck: ""I am very sad to announce...""","London, UK",sad
140,10/20/2022, 5:03:40 PM,9.99662E+17,รคคɼคɗคץค,DayaSaara,Tired of this life frrr,"Harrow, London",tired
141,10/20/2022, 5:07:02 PM,9.49395E+17,👻Pseudo-Nym👻,NymLovesCats,"Sorry folx, I am overwhelmed and need to scream.","England, United Kingdom",overwhelmed
142,10/20/2022, 5:13:38 PM,84089796,Martina,MiaAW90,"I am sad because I can’t watch #Walker and #WalkerIndependence live today. Another 3am night would kill me. But enjoy y’all, I am sure it will be excellent! 🤠 https://t.co/7O4phwyje5","London, England",sad
143,10/20/2022, 5:54:08 PM,1.20495E+18,HookedonHandmade• BLM ✊🏾,hookedonhandmad,"Reminding myself to be gentle today.
Parenting isn’t easy, being autistic isn’t easy, living in a country that’s currently disintegrating isn’t easy, being in a complex blended family isn’t easy, life isn’t fair, and I am feeling sad.
It’s okay to feel overwhelmed right now. https://t.co/umCHhWqXsg","England, United Kingdom",overwhelmed
144,10/20/2022, 6:09:30 PM,1.17616E+18,KILL ALL ARTIST,euronyfuzz,"use me as you will
pull my strings just for a thrill
and I know I'll be okay
though my skies are turning grey

i will never let you fall
i'll stand up with you forever
i'll be there for you through it all
even if saving you sends me to heaven",221B Baker Street,kill
145,10/20/2022, 6:11:20 PM,1.56974E+18,Avni,AvniDhir_x,I am still sad about Liv #emmerdale,"London, England",sad
146,10/20/2022, 6:26:43 PM,537267903,Ọrẹ Ogunbiyi,OreOgunb,'@Rozmapoz no i am laughing but this is sad 😭,London,sad
147,10/20/2022, 6:53:40 PM,72584356,Jo Hemmings 🇺🇦,TVpsychologist,Much as I am sad to hear this - and wish them well as a couple - writing about this was a welcome distraction from the current political chaos…  https://t.co/YQrA1AtgU4,London,sad
148,10/20/2022, 7:07:27 PM,2897297009,Ryan Hodge,ryanhodgedraws,I am a bit sad to hear that @JeremyCunt will not be standing for PM. https://t.co/pBCrMChgJL,London,sad
149,10/20/2022, 7:11:16 PM,603503447,bassam sheikh hassan fan club,robbbbbbbd,I will kill the ai behind the art,كوكب الخلوص,kill
150,10/20/2022, 7:14:26 PM,1717030872,Craig,perfectlysj,'@The_RealistEver @SexyLittleBat @myldn Thanks but I was aware of what my wage would be when I signed the contract. I did get a pay rise in August but it was only 65p. But there's not many security contracts that pay more than I am already earning. Sad truth is if I want more money I should find a better job.,"London, England",sad
151,10/20/2022, 8:33:07 PM,44392147,Badwolf10,badwolf10,Does anyone know if Blues for an Alabama Sky at the National has a happy ending? Asking for a me who has a ticket and who has also been a bit sad of late. I am determined to see Giles Terera on stage again though. Haven’t seen him since Honk! which definitely had a happy ending.,London,sad
152,10/20/2022, 8:37:04 PM,1.08883E+18,SimonTHFC,SMTHFC1,"Dear Massive Spiders. I thought we had an understanding. It's nearly bloody November, for Chrissakes. Enough already. 

PS. I will find you and I will kill you.","London, England",kill
153,10/20/2022, 8:56:47 AM,1382974668,Iona Italia,IonaItalia,"I am radically opposed to unnecessary, irreversible surgery on kids (from circumcision onwards), but I assume some children are at risk of death from their extreme weight &amp; if everything else has already been tried, this may be necessary, though that's a sad indictment of society https://t.co/4RDa6NER8K",London,sad
154,10/20/2022, 9:00:10 AM,239978864,Peter Avis FIH,Avis111,"10 years of dedicated service to @10degreesskybar @simona.reip left us, I am so sad she will no longer work with us but SO happy to see her continue to grow in her career as a bad ass female bar manager 🕺🙌 such a true genuine  leader @bacchanalialdn are very lucky to have her., https://t.co/lPsDoIkdXd","London, England",sad
155,10/20/2022, 9:51:31 AM,2740517713,David Morris,davidkmorris00,"'@MelissaBingham Slightly sad to see, over 15 mins after the Retweet, only one Like, from, er, Will Sebag-Montefiore. Stand by, for I am here to change all that. Cos this is brilliant.","London, England",sad
156,10/20/2022, 9:58:05 AM,46373021,RealTeresaMay,RealTeresaMay,Good morning all. I have some sad news. I've decided to call it day and put Teresa May the model to rest. I am closing my twitter at the end of the year. I'd like to send my sincere thanks to all of you for supporting me over the years. Teresa May xxx,London,sad
157,10/21/2021, 7:06:37 PM,1.00496E+18,Ulli,tortouise1604,Have been feeling very blue and sad these past days and when I heard there are still tickets left for @wearevillagers at the @RoundhouseLDN this evening I just went and now I am standing in the front row (no queuing) and can’t wait to hear their new and old tunes. Happy Thursday,"London, England",sad
158,10/21/2022, 1:02:57 PM,1.4948E+18,Chirpy Chet,ChirpyChet,"'@con1601 @mndassoc I am very sorry for the sad loss of your friend. May he Rest in Peace. 

Let's honour his memory and keep raising awareness of #MND &amp; @mndassocPlease 

Thank you for doing a RT using the hashtag #mndresearchiskey 🔑🔬🧠🧬🧪","London, UK",sad
159,10/21/2022, 1:33:38 PM,20630036,Amanda Duke,AmandaDuke_,I am sad there isn’t a new BAD SISTERS ep to watch today. https://t.co/gX46XshH6B,London,sad
160,10/21/2022, 1:44:38 PM,1.52903E+18,Nick Werner-Matavka,MatavkaNick,'@PimpMyRack @SpaghettiKozak How is it sad?  The United States is properly defending its economic interests.  I am happy that it does.,Toronto / London,sad
161,10/21/2022, 10:20:58 AM,1.33737E+18,noodlebeefnoodle,noodlebeefnooo1,"I am so overwhelmed by everyone , thank you all so much for the kind words and wishes,I won’t make this far for those supported me ,thank u all 💜💜💜 https://t.co/7slrOpf1yK","England, United Kingdom",overwhelmed
162,10/21/2022, 11:13:09 AM,275799277,Arlene Foster DBE PC #ProudofNI.,ArleneFosterUK,I am very sorry to hear this sad news. She was a force of nature always using her voice in a positive straight talking way whether in the House of Lords or on the Shankill Road. Deepest condolences to those closest to her. https://t.co/IVyWwoH4hC,"County Fermanagh, Northern Ireland",sad
163,10/21/2022, 11:16:52 AM,110071781,Claude Barde 🌮🦀,claudebarde,"It's sad to talk to normal people who are angry with the UK gov bc they understand what's happening there is wrong, without understanding that they actually have the power to change everything...

This is why I am on #tezos, to help these people regain their freedom and money!","London, UK",sad
164,10/21/2022, 11:21:05 AM,14684453,Maryam B. 💜,marybee,"Just arrived at #Athens airport and being sent to non-EU passport queue is triggering my fear of rejection 😂. Thank you #Brexit. I am not alone though, many sad faces in the queue staring at their UK passports.",London,sad
165,10/21/2022, 11:58:37 AM,3279080902,imogen,ginoodle,I am sad  https://t.co/MOfHr0QMww,"London, England",sad
166,10/21/2022, 12:02:29 PM,1.46788E+18,Meike⁷ | borahae arts,BorahaeArts,"'@Purplejoon70 I am SAD, these were my trusty baes for years. That said, it’s an excuse to buy a new pair of pretties","London, England",sad
167,10/21/2022, 12:14:03 PM,19773117,Michael Jennings,mjj122,"'@ShuttleAlmanac I am still sad about the demise of space food sticks, myself",London,sad
168,10/21/2022, 12:59:06 AM,27253165,Peter Wilkins,peterwilkins,"The most powerful I ever feel is waving pedestrians to walk in front of my car. ""Go forth, and trust that I will not kill you.""","Stevenage, England",kill
169,10/21/2022, 2:32:52 PM,585787410,Theo Vukasinovic,TheoVuka,"I have made memories that will last a life time and will never be taken away from us. I am so unbelievably sad but so unbelievably grateful to everyone who has made this possible.  

Once a Wasp always a Wasp 🖤💛 https://t.co/LsAXpQz7aX","Richmond, London",sad
170,10/21/2022, 2:44:06 PM,1.3944E+18,The MMA Media,The_MMA_Media,"Charles Oliveira: “I will kill this guy”

😳😳😳😳😳

#UFC280 #UFC #MMA 

 https://t.co/vYlSfYJWYA","London, England",kill
171,10/21/2022, 3:00:28 PM,145617894,Katie_JackArt,KatieAraujo85,"'@ShelaghFogarty This is exactly what I have been saying about Boris, has everyone forgotten what he did to the elderly and sent them back into the care homes to die &amp; kill others! Does it not matter because they were old? I will never forget &amp; never vote Conservative","London, England",kill
172,10/21/2022, 3:06:05 PM,9.43033E+17,🇨🇲🖤🌹,Jolie__x,I am mean about men a lot on here but they're really suffering from a lack of openness. The ability to be fully seen as themselves and accepted is not something men are allowed to have enough of and its very sad because everyone should have that somewhere https://t.co/IeFAIxpp6L,"London, England",sad
173,10/21/2022, 3:12:43 PM,4459034788,Paul Wells 🇬🇧🌳,pawellsy145,'@FreefromTorture I will be holding YOU to account the next time one of them rapes or kills any one,"London, England",kill
174,10/21/2022, 3:21:48 PM,19812790,((Paul Goldsmith)),PaulGoldsmith73,'@Sicktothebackt1 @danwootton Of course it does. A whole litany of exactly the same level coming from him. I am overwhelmed by the evidence of that. Or maybe I’m not.,London,overwhelmed
175,10/21/2022, 3:29:03 PM,1180764942,amy 🎃,Amarghh,I simply won’t make it to Drayton Manor this eve due to traffic being literally 4 hours 💔 have a scary time I am so sad,London,sad
176,10/21/2022, 3:46:28 AM,1639409694,Feyishayo,Mss_Pelumi,I AM OVERWHELMED!,"London, England",overwhelmed
177,10/21/2022, 3:54:38 PM,489582714,Katie Allan,Allan_Katie,"Survived my first set of nights as the ‘senior’ registrar, I’m possibly the most tired I’ve ever been in my life now though 😂",London,tired
178,10/21/2022, 3:59:50 PM,70448762,Tally Koren,tallykoren,"'@eml_PoetInPain @BlacksWeather Hello, I am not sure if you heard the sad news that Emily Lafontaine died a few days ago.
It’s such a sad news. If you live in her neighbourhood, I can ask for the information of the funeral and I will let you know.",London,sad
179,10/21/2022, 4:07:16 PM,1.26702E+18,Divya,a_readers_alley,'@HarperVoyagerUK @SAChakrabooks I will kill for this proof.! Why you making me cry harper voyager? 😭😭😭😭😭,"London, England",kill
180,10/21/2022, 4:09:22 PM,266781884,Ros Coffey,RosMadeMe,"'@YarnAddictAnni @EverydayKnitter @GermanderCC @KnitsDee @ChupacabraDt That is so sad, and I am sorry you got dragged into their issues.",London,sad
181,10/21/2022, 4:51:25 PM,3291655294,destiny,Secret_Duck1,i am so sad  . Crazy crZy,"London, England",sad
182,10/21/2022, 4:53:30 PM,514637658,Ferchu,Fernandoml128,'@4golfonline Dad of young kids here. 10 rounds of golf a year if I’m lucky and another 10 times 1 hour driving range sessions. My handicap has gone up in last 5 years but I know I will kill it when my kids go to uni and can start playing weekly.  Only another 11 years to wait.,"London, England",kill
183,10/21/2022, 5:53:28 PM,8.96733E+17,Nathan,NathanJCull,NOOOOOOO surely they haven’t ruined it like they did GOT i will kill myself if they change it from the book https://t.co/Ew0itiDIh3,,kill
184,10/21/2022, 5:53:53 PM,1.58218E+18,❄️,irus_v3,“I will kill you and let my cousin do a TikTok on your grave” 💀💀💀 https://t.co/HPdM0ARKWg,"London, England",kill
185,10/21/2022, 6:28:28 AM,1.52234E+18,Georgette (Taylor’s Version)🌙,georgette_lily1,"'@taylornation13 @taylorswift13 #MidnightsTaylorSwift #midnighTSnosleepover  I am so overwhelmed right now, but in the best way possible - the album is a MASTERPIECE ✨ I am so happy and emotional 🥲 ily Taylor 🫶🏼 here’s some photos to show I survived, just about… https://t.co/az7F4EKyNs","England, United Kingdom",overwhelmed
186,10/21/2022, 6:42:35 AM,1.57252E+18,ANSA SHAH,Ansaashah,'@MehwishQamas So sad to hear it I am still missing my cat I can understand your pain,"London, England",sad
187,10/21/2022, 6:50:49 AM,345251407,Courtney✨,CourtsLents,I will not be having conversations today unless they include Taylor Swift I am overwhelmed,"London, England",overwhelmed
188,10/21/2022, 8:02:41 AM,523100280,Lucy Yeatman,LucyBYeatman,I have just been reading about ambulance delays. Every time I complain about trains I am thankful that it is a train and not an ambulance I am waiting for.  But it is all part of the same problem that there is a total lack of care by those in charge.  I feel sad for the country. https://t.co/lc9f3IfdEW,London,sad
189,10/21/2022, 9:03:27 AM,1689305473,Sharif El-Leithy,sharifelleithy,'@PatriciaResick I am really sad to hear this.  I've learnt so much from your comments and posts about PTSD.,"London, UK",sad
190,10/21/2022, 9:29:16 AM,7.55072E+17,Benjamin Aboagye 🇬🇭🇬🇧,LoverOfTechBA,500 videos 😳 this is one milestone I am both proud of and also sad about for some reason. Either way we move and we go. https://t.co/4bAqrumEWo,"London, England",sad
191,10/21/2022, 9:33:00 AM,153041276,paul kerton,thepaulkerton,"'@trussliz Dear Liz, sad to see that you were forced out by the men in grey suits. 
I am a Yorkshire born Ghostwriter. 
Please consider me - in confidence - when you start THAT BOOK you will inevitably want to write.
DM me, or email paulkerton@yahoo.com",London,sad
192,10/21/2022, 9:34:43 AM,1.10402E+18,Hannah Witty,HannahWitty3,"Delighted to share that I will be taking up the NHS London Region Director of Finance role in Jan. I am sad to leave the brilliant @CNWLNHS and my wonderful team but very, very excited for the next challenge! @NHSEnglandLDN","London, England",sad
193,10/26/2021, 2:15:54 PM,59423424,Adam Turner-Heffer,Hefff88,"Plus you know, here I am back to the transient lifestyle, which while was a choice made out of necessity, and while I'm extremely appreciative of friends giving me somewhere to stay it is still exhausting, sad and, oddly, quite lonely.","London, England",sad
194,10/31/2021, 1:26:29 PM,38343841,Arwanna DeBose 🌈✨,GoldenArwanna,"And in my anxiety I am frantically reciting them latin prayers for the dead. Came to thinking, will someone even say these words when we die? Sad life.","London, England",sad
195,10/4/2022,5:36:58 PM,231820101,chloe💫,whatchloedid_,I am very sad but they are very kind xxxxxx,se ldn • she/her,sad
196,10/5/2022,5:26:08 PM,1.34327E+18,Bex,bmywns,"I am overwhelmed (in a good way) about the responses to the 🧵 I wrote on Monday during my night shift!

I am so incredibly in love with midwifery, and maternity safety (+ diabetes!) and I am grateful that this platform gives me a space to connect with amazing people 💙 https://t.co/Mmo4eE5gPR",,overwhelmed
197,10/5/2022,9:03:42 PM,2193029357,Hannah Harquart,hannahharquart,The irony is not totally lost on me that as I sit in my ADHD trash room - I am promoting a play about Neurodiversities and messiness - pls come watch Molly Keogh be sick in this thing I wrote. It’s funny and sad and honest. TUESDAY 11th OCTOBER @GooseTheatre #doesartimitatelife https://t.co/cOjUTBx0pw,She/her,sad
198,10/6/2022,7:09:59 AM,2789636143,SHRENIK SHAH,shrenikshah2110,"'@uicc @docdcruz @TataMemorial Many congratulations 🎊 sir. Glad to know you personally. Its always been incredible pleasure meeting you. I am overwhelmed with your continued &amp; most valued guidance, support. Looking forward to seeing you upon my return to India. 
My profound wishes, to a wonderful human being. https://t.co/1WBiJ6Owwk",India,overwhelmed
199,10/6/2022,8:57:55 PM,8.84026E+17,Moving to the Country,hopandwedge,"Dark beer for dark days. Today I threw in the towel on my Masters until at least next year as I can't juggle homelessness, work, mental health and academia. Seems like Uni repeating all over again and that I can't escape the cycle. I am a sad bear today https://t.co/SJ7LbVNMib","Nottingham, England",sad
200,10/7/2021,2:46:18 PM,114536766,Gareth Lewis 😊,GarethLShelton,"A couple of years ago I had a six month period October-March where I had really low energy and felt generally just a bit sad, and I am starting to feel the same again now.

Top tips? https://t.co/nlpLABOrL6","London, England",sad
201,10/7/2021,9:16:15 PM,22841925,Sarah Hayward,Sarah_Hayward,"There's a governance referendum in Croydon tonight. Could've gone to the count, could've helped staff the count. Decided for sound reasons (planned leave,workload etc) not to go. Now realising I'm too much of a geek (elections, local gov etc), really wish I was there. I am sad.","Camden, London",sad
202,10/7/2022,1:18:13 PM,67295247,JoannaDeGuia,VictoriaParkBks,'@capedjoosader I am so so sorry. It is absolutely grim. It took us a year to recover and two more before we could bear to think about finding a new friend. But you do get through it &amp; they don't want you to be sad forever. They loved you. X,"Hackney, London",sad
203,10/8/2021,1:35:02 PM,20132840,Andrew Rosindell MP,AndrewRosindell,"I am deeply sad to learn of the passing of my old YC friend, James. My prayers are with Cathy and his family. We were so lucky to have him as MP for Hornchurch for five years from 2005-2010. He was a fine representative of our borough in Parliament. RIP James Brokenshire ✝️ https://t.co/pBy1USYwKi","Romford, Essex, England, UK",sad
204,10/8/2021,12:01:46 PM,20329600,Martin HB,hblondon,"I was honoured to know and work with James - a man of huge integrity, wisdom and his contribution to society is measurable. I am extremely sad to hear this news and send deepest sympathy to his family. Last time we met we enjoyed an ice cream in the sunshine. Happy memories. https://t.co/2WJ0zmdjw4",,sad
205,10/8/2022,10:37:05 PM,8.75755E+17,jordan \U0001faf6🏼,happilyshwn,If anyone going to chicago or la and wants to get me a tote I’ll love you forever mine has been destroyed and I am very sad,etsy shop ➡️,sad
206,11/15/2021, 12:12:47 PM,20356965,C. E. Lord OBE,edwardlord,"As a member of @middletemple’s @lgbtqforum and as one of the Inn’s @cityoflondon local councillors, I am sad to see the Inn offer a platform to a well known ‘gender critical’ barrister who champions transphobic causes at what should have been a celebration of #LGBTQ solidarity. https://t.co/3P3dtS7I1z",City of London,sad
207,11/16/2021, 2:16:38 PM,253254520,Valerie Fox,ValerieFoxxx,"My therapist told me earlier that she’s quitting at end of the year and I am so sad, I don’t know what I’m going to do without her 😢",London/ Dubai,sad
208,11/17/2021, 9:09:28 AM,120488440,Brigid Shine,BrigidShine,"Knowing that everything @conorcomposer touches turns to gold, I am desperately sad not to be in Belfast this week to catch MASS. Beg, borrow, tap your granny for a fiver to see this if there are any tickets left. 🖤 @OutburstArts @belfastensemble https://t.co/OIREjY4rq4","London, England",sad
209,11/19/2021, 9:50:43 AM,3160677731,Terri Redding,tartel68,"'@SimonThomasTV OMG! I am so sad to hear this terrible news, I’m sending all my love to you all 🥲❤️❤️❤️❤️","London, England",sad
210,11/22/2021, 8:16:05 PM,2363875304,John M,nWoJohn76,'@BottomStuff I am a sad orphan. Give us your gold teeth you old bitch.,"London, England",sad
211,11/22/2021, 8:27:15 PM,287109622,LindaTalos,lindatalos,Bulb is planning to enter special administration https://t.co/6yNmAn0LcT I am so sad to see a company doing the right thing not being able to continue as planned. 😒,"London, England",sad
212,11/24/2021, 7:53:26 PM,275735504,Sarbaz Barznji,sbarznji,"I am saddened and heartbroken to hear of such a sad tragedy.
The British government must do all it can to save the lives of the refugees.
My thoughts and prayers are with their families. https://t.co/UsUS9JDFqR","London, England",sad
213,11/25/2021, 9:14:56 PM,82181845,Janet Fyle,consideredview,"I am devastated for the folks who risk their &amp; lost their lives in a bid to find freedom, protection &amp; just basic peace of mind that so many of us take for granted #recriminations &amp; #blame won’t bring them back. A sad day for those who have humanity #RIPBeautifulPeople 💔","London, England",sad
214,11/26/2021, 10:15:06 PM,158683369,Dat Brown Skin Gal🐾🎸🇬🇩🇳🇬🇬🇧,missdemenor,"As soon as I am done with my legal issues next year, the plan is to split my time between London and St Vincent and the Grenadines 🇬🇩.  I have to get away from British Misery and sad nobodies I have to live next to, not to mention the petty laws that criminalise you.","London, LA, Austin Texas",sad
215,11/27/2021, 6:00:32 PM,237835238,katie she/her,_katieemerson,"I can’t quite put into words how sad I am that we’ve lost Sondheim. Truly the Shakespeare of the MT world. Children Will Listen got me through the tough bits when my grandparents died. May his memory be a blessing. “do not let it grieve you, no one leaves for good” #Sondheim https://t.co/SCVgQw0JUI","London, England",sad
216,11/28/2021, 10:12:29 PM,301696015,tara,princxsstara,I am unbelievably sad about it being the last day of tour today,"London, England",sad
217,11/3/2021,5:46:33 PM,1212584108,Christina | Tsitsination 🇬🇷🦁,cpapajohns,I wasn't able to watch the match but I just read that Stef retired from Paris Masters. I am sad 😔 but also think he did right not to push himself further. Can someone tell me what happened?,Αθήνα,sad
218,11/30/2021, 10:26:31 PM,15494555,Vish,soniji,'@ZDP189 :( so sorry to hear this bro! Few months ago i was giving them treats… i am sad 😢,Hong Kong,sad
219,11/9/2021,8:56:37 PM,1.14833E+18,TomGymWWF,tomgymwwf,"What more evidence does #COP26 need to ACT NOW?!

If they don't that's it for ALL LIVING CREATURES on this planet within a generation! 💣🌍

🤮🤯🥺☠😫😡💔

PLEASE @COP26 DO WHATEVER IT TAKES
#ClimateActionNow 
No emoji can express how sad&amp;terrified i am

https://t.co/20pMwXTHBn",London,sad
220,12/2/2021,7:55:10 PM,1.25895E+18,TheZKing,ZKing252,"'@makeupaguy Me with Smash Ultimate except I got beat by my brother countless times, and I had to drop the game because it just made me mad. I am sad.","London, England",sad
221,12/24/2021, 5:16:46 AM,1.40102E+18,Ken the Evilest 🔥👻🎃,kenneth_anc,I’m back on here to say I am sad :),London,sad
222,12/29/2021, 11:25:44 AM,246192179,__OLA__ 💙💙💙,taboadaolalla,"I am Spanish but UK citizen and I really can not understand how most of British people is not furious about everything is going on in this country and why they are allowing things like this. 
How sad to see UK going backwards.
#BrexitDisaster #BrexitReality #BrexitLies #ToryScum https://t.co/VobLPEsZGi","London, England",sad
223,12/5/2021,11:01:17 PM,1.24827E+18,HelpMePayMyLifesDebt,waeviKAM,"Today, I am sad.","London, UK",sad
224,2/10/2022,3:36:43 PM,1.06601E+18,Tom,tc2426,I am a lot more sad and upset than feeling I’ll with Covid currently,"Needham Market, England",sad
225,2/24/2022,7:44:20 AM,204158449,Me? Them? or Us?,ferryges,"Now members of NATO are invoking article 4, Latvia 🇱🇻 and Slovakia 🇸🇰 have already done so.

Official number of death: +_ 500 people, but I am sure it’s in 1000 already. 

It’s sad to see Europe @ war again.","London, England",sad
226,2/25/2022,12:51:32 AM,9.51966E+17,behrooz,behruz2410,"'@scotgov @NicolaSturgeon I totally agree with her,she is more out spoken than our own prime minister and the foriegn secretary,i am very upset people are dying for no reason,and the western countries unfortunately are very passive,and that is very sad,this kind of agression is a very  bad precedent. https://t.co/T3Uf5EMf9Q","Hammersmith, London",sad
227,2/28/2022,5:45:59 PM,2273378365,Zach Dickeson,ZachDickeson,"Sad to say goodbye to my little desk @NHM_London Complete with 100 year old books, children’s drawings of Mars, and a cardboard costume collection beyond compare. Could do far worse for the home of a PhD!
I can’t yet express how sad I am to leave the people. https://t.co/JSkA59kyWg","London, England",sad
228,3/1/2022 1,1:49:59 PM,1.21705E+18,Debasis Chakraborty \U0001fae7,DebasisAlokC,"'@cryptoladyyy2 Just listen music in low tone, that's best medicine! Sometimes it happened with me when I am very sad! But these days I am very strong, so it's matter of time, things will be settled down. Hopefully you will be in normal soon!!","London, England",sad
229,3/2/2022 7,:08:13 AM,21703269,Outlandish Creations 💙🇺🇦,Outlandishcreat,"Make Art Not War.
I am so sad about the unimaginable situation in the Ukraine at the moment I am wondering if I can make some ceramics and donate a percentage of sales to aid relief. Would you buy something from me if I made some wishful thinking Putin you’ve been poisoned cups? https://t.co/GQ9F4TNqZs",London,sad
